nome,url,preço,local,hora,data
IPhone 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-658277366?xtmc=celular&xtnp=5&xtcr=41,R$ 1.300,"Rio de Janeiro, Ramos",20:19,Ontem
Celular,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-658275863?xtmc=celular&xtnp=5&xtcr=42,R$ 150,"Rio de Janeiro, Ramos",20:12,Ontem
Samsung j3,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j3-658274982?xtmc=celular&xtnp=5&xtcr=43,R$ 70,"Rio de Janeiro, Ramos",20:08,Ontem
Net flix Promoção imperdível plano 4 telas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/net-flix-promocao-imperdivel-plano-4-telas-658328839?xtmc=celular&xtnp=5&xtcr=44,R$ 10,"Rio de Janeiro, Cachambi",03:19,Hoje
Moto G7 Power,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g7-power-658328835?xtmc=celular&xtnp=5&xtcr=45,R$ 689,"Rio de Janeiro, Bancários",03:19,Hoje
J5 prime 32 gigas c/ biometria,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j5-prime-32-gigas-c-biometria-658274484?xtmc=celular&xtnp=5&xtcr=46,R$ 400,"Rio de Janeiro, Pavuna",20:06,Ontem
Iphone 7 plus 128gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-128gb-658273901?xtmc=celular&xtnp=5&xtcr=47,R$ 2.200,"Rio de Janeiro, Cachambi",20:03,Ontem
Vendo Bateria Moto G1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-bateria-moto-g1-658324456?xtmc=celular&xtnp=5&xtcr=48,R$ 80,"Rio de Janeiro, Andaraí",01:29,Hoje
IPhone 8 Plus 64Gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-64gb-658328708?xtmc=celular&xtnp=5&xtcr=49,R$ 2.550,"Rio de Janeiro, Bancários",03:12,Hoje
Mi band 3,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/mi-band-3-658273219?xtmc=celular&xtnp=5&xtcr=50,R$ 120,"Rio de Janeiro, Vila da Penha",19:58,Ontem
Smartband Galaxy Fit E Samsung Bluetooth 5.0 - Branco - Lacrado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/smartband-galaxy-fit-e-samsung-bluetooth-5-0-branco-lacrado-658248841?xtmc=celular&xtnp=6&xtcr=1,R$ 160,"Rio de Janeiro, Tijuca",18:27,Ontem
Samsung j4 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j4-32gb-658246256?xtmc=celular&xtnp=6&xtcr=2,R$ 399,"Rio de Janeiro, Marechal Hermes",18:23,Ontem
Relogio Smartwhatch Dz9,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/relogio-smartwhatch-dz9-658252025?xtmc=celular&xtnp=6&xtcr=3,R$ 60,"Rio de Janeiro, Braz de Pina",18:31,Ontem
Smartphone Galaxy J3,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/smartphone-galaxy-j3-658245625?xtmc=celular&xtnp=6&xtcr=4,R$ 360,"Rio de Janeiro, Madureira",18:21,Ontem
Snep bateria Power moto z2 force original zero,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/snep-bateria-power-moto-z2-force-original-zero-658245575?xtmc=celular&xtnp=6&xtcr=5,R$ 249,"Rio de Janeiro, Cachambi",18:20,Ontem
Central de PABX Siemens Hipath 1120,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/central-de-pabx-siemens-hipath-1120-658250067?xtmc=celular&xtnp=6&xtcr=6,R$ 500,"Rio de Janeiro, Praça da Bandeira",18:28,Ontem
Motorola Moto G1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-moto-g1-658249752?xtmc=celular&xtnp=6&xtcr=7,R$ 150,"Rio de Janeiro, Vilar dos Teles",18:28,Ontem
IPhone 6 16gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-16gb-658245400?xtmc=celular&xtnp=6&xtcr=8,R$ 800,"Rio de Janeiro, Riachuelo",18:20,Ontem
IPhone X - Preto Cinza Espacial - 64GB (Completo),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-x-preto-cinza-espacial-64gb-completo-658245362?xtmc=celular&xtnp=6&xtcr=9,R$ 3.800,"Rio de Janeiro, Maracanã",18:19,Ontem
Vendo 1 moto c plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-1-moto-c-plus-658249316?xtmc=celular&xtnp=6&xtcr=10,R$ 250,"Rio de Janeiro, Abolição",18:27,Ontem
Bateria do moto x1,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/bateria-do-moto-x1-658248576?xtmc=celular&xtnp=6&xtcr=11,R$ 35,"Rio de Janeiro, Rio Comprido",18:27,Ontem
Samsung E5 16 g,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-e5-16-g-658248494?xtmc=celular&xtnp=6&xtcr=12,R$ 300,"Rio de Janeiro, Tijuca",18:27,Ontem
J7 metal dourado funcionando perfeitamente,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-metal-dourado-funcionando-perfeitamente-658245933?xtmc=celular&xtnp=6&xtcr=13,R$ 450,"Rio de Janeiro, Pilares",18:22,Ontem
IPhone 8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-658245846?xtmc=celular&xtnp=6&xtcr=14,R$ 1.800,"Rio de Janeiro, Anchieta",18:21,Ontem
LG K10 Tv digital,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lg-k10-tv-digital-658244825?xtmc=celular&xtnp=6&xtcr=15,R$ 200,Rio de Janeiro,18:17,Ontem
Samsung J5 normal preto sem trincado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-j5-normal-preto-sem-trincado-658242348?xtmc=celular&xtnp=6&xtcr=16,R$ 220,"Rio de Janeiro, Manguinhos",18:08,Ontem
Samsung s8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-s8-658243251?xtmc=celular&xtnp=6&xtcr=17,R$ 950,"Rio de Janeiro, Jardim Carioca",18:11,Ontem
Iphone 5s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-5s-658240869?xtmc=celular&xtnp=6&xtcr=18,R$ 450,"Rio de Janeiro, Ramos",18:02,Ontem
J7 pro 64gb troco em iphone 5s,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-pro-64gb-troco-em-iphone-5s-658238772?xtmc=celular&xtnp=6&xtcr=19,R$ 400,"Rio de Janeiro, Méier",17:53,Ontem
Xiaomi redmi note 7 NF+ garantia aceito cartão,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-redmi-note-7-nf-garantia-aceito-cartao-658240617?xtmc=celular&xtnp=6&xtcr=20,R$ 960,"Rio de Janeiro, Olaria",18:00,Ontem
IPhone 7 128GB Rose novo com garantia Apple,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-novo-com-garantia-apple-658238031?xtmc=celular&xtnp=6&xtcr=21,R$ 1.700,"Rio de Janeiro, Cachambi",17:50,Ontem
IPhone 8 Plus zero 64 GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-zero-64-gb-658239507?xtmc=celular&xtnp=6&xtcr=22,R$ 2.550,"Rio de Janeiro, Ramos",17:56,Ontem
J8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j8-658235727?xtmc=celular&xtnp=6&xtcr=23,R$ 680,"Rio de Janeiro, Jardim Carioca",17:41,Ontem
A6 PLUS 64Gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/a6-plus-64gb-658235486?xtmc=celular&xtnp=6&xtcr=24,R$ 780,"Rio de Janeiro, Jardim Carioca",17:40,Ontem
IPhone 6s 32Gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-32gb-658234399?xtmc=celular&xtnp=6&xtcr=25,R$ 900,"Rio de Janeiro, Jardim Carioca",17:36,Ontem
"IPhone 6s Gold 128GB R$:1.299,99",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-gold-128gb-r-1-299-99-658232380?xtmc=celular&xtnp=6&xtcr=26,R$ 1.299,"Rio de Janeiro, Irajá",17:28,Ontem
Power Bank Anker PowerCore 13.000mAh Carregador Portátil,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/power-bank-anker-powercore-13-000mah-carregador-portatil-658232405?xtmc=celular&xtnp=6&xtcr=27,R$ 200,"Rio de Janeiro, Guadalupe",17:28,Ontem
Óculos gear vr,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/oculos-gear-vr-658231996?xtmc=celular&xtnp=6&xtcr=28,R$ 300,"Rio de Janeiro, Marechal Hermes",17:26,Ontem
IPhone SE 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-se-64gb-658231800?xtmc=celular&xtnp=6&xtcr=29,R$ 1.300,"Rio de Janeiro, Jardim Guanabara",17:26,Ontem
Motorola one vision,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-one-vision-658231117?xtmc=celular&xtnp=6&xtcr=30,R$ 1.500,"Rio de Janeiro, Bonsucesso",17:23,Ontem
Motorola g5 com flash,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-g5-com-flash-658227031?xtmc=celular&xtnp=6&xtcr=31,R$ 500,"Rio de Janeiro, Marechal Hermes",17:07,Ontem
Iphone 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-658228833?xtmc=celular&xtnp=6&xtcr=32,R$ 1.200,"Rio de Janeiro, Maré",17:14,Ontem
Xiaomi 6pro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-6pro-658225265?xtmc=celular&xtnp=6&xtcr=33,R$ 650,"Rio de Janeiro, Ramos",17:00,Ontem
IPhone 8 Plus - Red Product,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-red-product-658222935?xtmc=celular&xtnp=6&xtcr=34,R$ 2.999,Rio de Janeiro,16:52,Ontem
IPhone 7 128GB Rose zero,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-zero-658222687?xtmc=celular&xtnp=6&xtcr=35,R$ 1.700,"Rio de Janeiro, Engenho de Dentro",16:51,Ontem
Celular Samsung Galaxy J5prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-samsung-galaxy-j5prime-658219707?xtmc=celular&xtnp=6&xtcr=37,R$ 500,"Rio de Janeiro, Maracanã",16:40,Ontem
Vendo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-658217255?xtmc=celular&xtnp=6&xtcr=38,R$ 850,"Rio de Janeiro, Maré",16:32,Ontem
IPhone 7 128GB Rose novo com garantia Apple,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-novo-com-garantia-apple-658217930?xtmc=celular&xtnp=6&xtcr=39,R$ 1.700,Rio de Janeiro,16:34,Ontem
Samsung galaxy j8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-j8-658214686?xtmc=celular&xtnp=6&xtcr=40,R$ 600,"Rio de Janeiro, Jacaré",16:23,Ontem
Aparelho celular Moto G7 Plus muito novo na garantia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/aparelho-celular-moto-g7-plus-muito-novo-na-garantia-658216200?xtmc=celular&xtnp=6&xtcr=41,R$ 1.000,"Rio de Janeiro, Todos os Santos",16:26,Ontem
IPhone 7 32gb. desbloqueado ainda na garantia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32gb-desbloqueado-ainda-na-garantia-658212709?xtmc=celular&xtnp=6&xtcr=42,R$ 1.500,"Rio de Janeiro, Bento Ribeiro",16:16,Ontem
Moto g5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g5-658214773?xtmc=celular&xtnp=6&xtcr=43,R$ 400,"Rio de Janeiro, São Cristóvão",16:23,Ontem
Vendo LG k10 com um pouco trincado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-lg-k10-com-um-pouco-trincado-658214362?xtmc=celular&xtnp=6&xtcr=44,R$ 150,"Rio de Janeiro, Engenho Novo",16:20,Ontem
Moto X 2 (2* geração),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-x-2-2-geracao-658213710?xtmc=celular&xtnp=6&xtcr=45,R$ 400,"Rio de Janeiro, Pilares",16:19,Ontem
IPhone 6s Plus 64GB Dourado semi novo loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-plus-64gb-dourado-semi-novo-loja-fisica-658213225?xtmc=celular&xtnp=6&xtcr=46,R$ 1.600,Rio de Janeiro,16:18,Ontem
Asus Zenfone Go tv e radio e um et kkk aproveita,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/asus-zenfone-go-tv-e-radio-e-um-et-kkk-aproveita-658210688?xtmc=celular&xtnp=6&xtcr=47,R$ 150,"Rio de Janeiro, Inhaúma",16:09,Ontem
6s 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/6s-32gb-658210057?xtmc=celular&xtnp=6&xtcr=48,R$ 950,"Rio de Janeiro, Irajá",16:07,Ontem
Zenfone 2,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/zenfone-2-658209650?xtmc=celular&xtnp=6&xtcr=49,R$ 170,"Rio de Janeiro, Coelho Neto",16:05,Ontem
IPhone 7 Plus dourado 32 gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-plus-dourado-32-gb-658209477?xtmc=celular&xtnp=6&xtcr=50,R$ 1.800,"Rio de Janeiro, Bancários",16:05,Ontem
7 plus 128gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/7-plus-128gb-658285799?xtmc=celular&xtnp=7&xtcr=1,R$ 1.800,"Rio de Janeiro, Irajá",21:01,Ontem
I9s Fone sem fio bem pequeno magnetico - Capa gratis,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/i9s-fone-sem-fio-bem-pequeno-magnetico-capa-gratis-658285725?xtmc=celular&xtnp=7&xtcr=2,R$ 185,"Rio de Janeiro, Engenho de Dentro",21:01,Ontem
Vendo j7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-j7-658285568?xtmc=celular&xtnp=7&xtcr=3,R$ 300,"Rio de Janeiro, Acari",21:00,Ontem
Samsung s8,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-s8-658243251?xtmc=celular&xtnp=7&xtcr=4,R$ 950,"Rio de Janeiro, Jardim Carioca",18:11,Ontem
J7 pro 64 g aceito cartão,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j7-pro-64-g-aceito-cartao-658334072?xtmc=celular&xtnp=7&xtcr=5,R$ 570,"Rio de Janeiro, Vila Kosmos",08:25,Hoje
J1 aceito cartão,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/j1-aceito-cartao-658333953?xtmc=celular&xtnp=7&xtcr=6,R$ 165,"Rio de Janeiro, Vila Kosmos",08:21,Hoje
Motoz2 play 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motoz2-play-64gb-658283192?xtmc=celular&xtnp=7&xtcr=7,R$ 700,"Rio de Janeiro, Tijuca",20:48,Ontem
Xiaomi redmi note 7 NF+ garantia aceito cartão,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-redmi-note-7-nf-garantia-aceito-cartao-658240617?xtmc=celular&xtnp=7&xtcr=8,R$ 960,"Rio de Janeiro, Olaria",18:00,Ontem
IPhone 8 Plus zero 64 GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-zero-64-gb-658239507?xtmc=celular&xtnp=7&xtcr=9,R$ 2.550,"Rio de Janeiro, Ramos",17:56,Ontem
V8 Relogio inteligente,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/v8-relogio-inteligente-658281972?xtmc=celular&xtnp=7&xtcr=10,R$ 140,"Rio de Janeiro, Del Castilho",20:41,Ontem
Carregador Tipo C Turbo Home Charger - Rápido,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/carregador-tipo-c-turbo-home-charger-rapido-658280486?xtmc=celular&xtnp=7&xtcr=11,R$ 25,"Rio de Janeiro, Costa Barros",20:34,Ontem
Troco meu moto one pelo A70 ou Moto One Vision mais volta,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/troco-meu-moto-one-pelo-a70-ou-moto-one-vision-mais-volta-658280009?xtmc=celular&xtnp=7&xtcr=12,R$ 1,"Rio de Janeiro, Tijuca",20:29,Ontem
Tablet,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/tablet-658278651?xtmc=celular&xtnp=7&xtcr=13,R$ 500,"Rio de Janeiro, Turiaçu",20:25,Ontem
Vendo tablet Phaser,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-tablet-phaser-658277495?xtmc=celular&xtnp=7&xtcr=14,R$ 100,"Rio de Janeiro, Pilares",20:20,Ontem
Vendo Galaxy S8 Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-galaxy-s8-plus-658276747?xtmc=celular&xtnp=7&xtcr=15,R$ 900,"Rio de Janeiro, Cachambi",20:17,Ontem
Power Bank Anker PowerCore 13.000mAh Carregador Portátil,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/power-bank-anker-powercore-13-000mah-carregador-portatil-658232405?xtmc=celular&xtnp=7&xtcr=16,R$ 200,"Rio de Janeiro, Guadalupe",17:28,Ontem
Óculos gear vr,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/oculos-gear-vr-658231996?xtmc=celular&xtnp=7&xtcr=17,R$ 300,"Rio de Janeiro, Marechal Hermes",17:26,Ontem
IPhone SE 64gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-se-64gb-658231800?xtmc=celular&xtnp=7&xtcr=18,R$ 1.300,"Rio de Janeiro, Jardim Guanabara",17:26,Ontem
Motorola one vision,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/motorola-one-vision-658231117?xtmc=celular&xtnp=7&xtcr=19,R$ 1.500,"Rio de Janeiro, Bonsucesso",17:23,Ontem
Iphone 7,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-658228833?xtmc=celular&xtnp=7&xtcr=20,R$ 1.200,"Rio de Janeiro, Maré",17:14,Ontem
Peças Originais - Motorola e Asus - Originais,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/pecas-originais-motorola-e-asus-originais-658273021?xtmc=celular&xtnp=7&xtcr=21,R$ 400,"Rio de Janeiro, Méier",19:59,Ontem
A7 2018,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/a7-2018-658270409?xtmc=celular&xtnp=7&xtcr=22,R$ 700,"Rio de Janeiro, Lins de Vasconcelos",19:48,Ontem
Xiaomi 6pro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/xiaomi-6pro-658225265?xtmc=celular&xtnp=7&xtcr=23,R$ 650,"Rio de Janeiro, Ramos",17:00,Ontem
IPhone 6,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-658269336?xtmc=celular&xtnp=7&xtcr=24,R$ 550,"Rio de Janeiro, Bonsucesso",19:43,Ontem
Lg k10,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/lg-k10-658269210?xtmc=celular&xtnp=7&xtcr=25,R$ 299,"Rio de Janeiro, Piedade",19:42,Ontem
IPhone 6s Plus 64GB Dourado semi novo loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-plus-64gb-dourado-semi-novo-loja-fisica-658268957?xtmc=celular&xtnp=7&xtcr=26,R$ 1.600,Rio de Janeiro,19:41,Ontem
IPhone 7 128GB Rose novo garantia Apple loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-novo-garantia-apple-loja-fisica-658268617?xtmc=celular&xtnp=7&xtcr=27,R$ 1.700,Rio de Janeiro,19:40,Ontem
IPhone 8 Plus - Red Product,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-red-product-658222935?xtmc=celular&xtnp=7&xtcr=28,R$ 2.999,Rio de Janeiro,16:52,Ontem
Samsung s5 mini,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-s5-mini-658267849?xtmc=celular&xtnp=7&xtcr=29,R$ 150,"Rio de Janeiro, Engenho Novo",19:37,Ontem
IPhone 7 128GB Rose zero,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-zero-658222687?xtmc=celular&xtnp=7&xtcr=30,R$ 1.700,"Rio de Janeiro, Engenho de Dentro",16:51,Ontem
Moto Z2 Play ? Branco 64 GB - P e r f e i t o !,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-z2-play-branco-64-gb-p-e-r-f-e-i-t-o-658267619?xtmc=celular&xtnp=7&xtcr=31,R$ 650,"Rio de Janeiro, Penha",19:36,Ontem
Celular Samsung Galaxy J5prime,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-samsung-galaxy-j5prime-658219707?xtmc=celular&xtnp=7&xtcr=32,R$ 500,"Rio de Janeiro, Maracanã",16:40,Ontem
IPhone 7 128GB Rose novo com garantia Apple,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-rose-novo-com-garantia-apple-658217930?xtmc=celular&xtnp=7&xtcr=34,R$ 1.700,Rio de Janeiro,16:34,Ontem
Óculos realidade virtual Zeiss VR One,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/oculos-realidade-virtual-zeiss-vr-one-658263396?xtmc=celular&xtnp=7&xtcr=35,R$ 120,"Rio de Janeiro, Cascadura",19:18,Ontem
Cabo Usb C Type C Turbo Zenfone Huawei S8 Moto Z 2m Pmcell,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/cabo-usb-c-type-c-turbo-zenfone-huawei-s8-moto-z-2m-pmcell-658263670?xtmc=celular&xtnp=7&xtcr=36,R$ 19,"Rio de Janeiro, Braz de Pina",19:17,Ontem
IPhone 7 128gb Dourado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-128gb-dourado-658262734?xtmc=celular&xtnp=7&xtcr=37,R$ 1.400,"Rio de Janeiro, Madureira",19:15,Ontem
Cabo Dados/carregador Lightning iPhone Pmcell,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/cabo-dados-carregador-lightning-iphone-pmcell-658262264?xtmc=celular&xtnp=7&xtcr=38,R$ 19,"Rio de Janeiro, Braz de Pina",19:11,Ontem
Aparelho celular Moto G7 Plus muito novo na garantia,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/aparelho-celular-moto-g7-plus-muito-novo-na-garantia-658216200?xtmc=celular&xtnp=7&xtcr=39,R$ 1.000,"Rio de Janeiro, Todos os Santos",16:26,Ontem
Moto g5,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g5-658214773?xtmc=celular&xtnp=7&xtcr=40,R$ 400,"Rio de Janeiro, São Cristóvão",16:23,Ontem
Cabo Turbo Usb 2m V8 Android Lg Samsung Pmcell Solid987 Cb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/cabo-turbo-usb-2m-v8-android-lg-samsung-pmcell-solid987-cb-658260578?xtmc=celular&xtnp=7&xtcr=41,R$ 19,"Rio de Janeiro, Braz de Pina",19:04,Ontem
Vendo LG k10 com um pouco trincado,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/vendo-lg-k10-com-um-pouco-trincado-658214362?xtmc=celular&xtnp=7&xtcr=42,R$ 150,"Rio de Janeiro, Engenho Novo",16:20,Ontem
Moto X 2 (2* geração),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-x-2-2-geracao-658213710?xtmc=celular&xtnp=7&xtcr=43,R$ 400,"Rio de Janeiro, Pilares",16:19,Ontem
IPhone 6s Plus 64GB Dourado semi novo loja física,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-plus-64gb-dourado-semi-novo-loja-fisica-658213225?xtmc=celular&xtnp=7&xtcr=44,R$ 1.600,Rio de Janeiro,16:18,Ontem
Iphone 7 32 Gb - ACEITO CARTÃO,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-7-32-gb-aceito-cartao-658259330?xtmc=celular&xtnp=7&xtcr=45,R$ 1.600,"Rio de Janeiro, Cachambi",19:01,Ontem
IPhone 8 Plus 64 gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-64-gigas-658211677?xtmc=celular&xtnp=7&xtcr=46,R$ 3.000,"Rio de Janeiro, Vicente de Carvalho",16:12,Ontem
Telefone fixo gôndola rosa,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/telefone-fixo-gondola-rosa-658211140?xtmc=celular&xtnp=7&xtcr=47,R$ 25,"Rio de Janeiro, Anchieta",16:10,Ontem
Celular LG k 10 (2017),https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/celular-lg-k-10-2017-658211112?xtmc=celular&xtnp=7&xtcr=48,R$ 220,"Rio de Janeiro, Pavuna",16:10,Ontem
IPhone 8 plus 64 gigas,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-64-gigas-658210588?xtmc=celular&xtnp=7&xtcr=49,R$ 3.000,"Rio de Janeiro, Vicente de Carvalho",16:08,Ontem
Moto g7 play 32gb,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/moto-g7-play-32gb-658329914?xtmc=celular&xtnp=7&xtcr=50,R$ 450,"Rio de Janeiro, Penha Circular",06:07,Hoje
Samsung Galaxy Win,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/samsung-galaxy-win-658211998?xtmc=celular&xtnp=8&xtcr=1,R$ 60,"Rio de Janeiro, Pavuna",16:14,Ontem
IPhone 8 Plus zero 64 GB,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-8-plus-zero-64-gb-658239507?xtmc=celular&xtnp=8&xtcr=2,R$ 2.550,"Rio de Janeiro, Ramos",17:56,Ontem
IPhone 6s Plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6s-plus-658211192?xtmc=celular&xtnp=8&xtcr=3,R$ 1.140,"Rio de Janeiro, Cacuia",16:11,Ontem
"MacBook Pro Retina 13"" | TouchBar | 8GB RAM | 256 GB SSD",https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/macbook-pro-retina-13-touchbar-8gb-ram-256-gb-ssd-658210773?xtmc=celular&xtnp=8&xtcr=4,R$ 7.000,"Rio de Janeiro, Ramos",16:09,Ontem
IPhone 6 plus,https://rj.olx.com.br/rio-de-janeiro-e-regiao/celulares/iphone-6-plus-658210060?xtmc=celular&xtnp=8&xtcr=5,R$ 1.200,"Rio de Janeiro, Irajá",16:07,Ontem
